review_case_id,feature_id,layer_id,name_ar,review_reason_codes,priority,current_value,issue_description,required_action,required_entity,suggested_collection_method,evidence_available,automatic_resolution_possible,manual_review_required,status,notes
REV-00601,LY-INV-REV-NAT-00046,investment,حي الأندلس-1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00602,LY-INV-REV-NAT-00047,investment,الدلفين,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00603,LY-INV-REV-NAT-00048,investment,النادي البحري,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00604,LY-INV-REV-NAT-00049,investment,شاطيء النخيل,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00605,LY-INV-REV-NAT-00050,investment,الدخلة الشمالية,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00606,LY-INV-REV-NAT-00051,investment,الدخلة الجنوبية,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00607,LY-INV-REV-NAT-00052,investment,الفوار,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00608,LY-INV-REV-NAT-00053,investment,الجولف,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00609,LY-INV-REV-NAT-00054,investment,الحرية,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00610,LY-INV-REV-NAT-00055,investment,المنارة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00611,LY-INV-REV-NAT-00056,investment,الحميدية,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00612,LY-INV-REV-NAT-00057,investment,مصيف تاجوراء,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00613,LY-INV-REV-NAT-00058,investment,النصر,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00614,LY-INV-REV-NAT-00059,investment,الأندلسي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00615,LY-INV-REV-NAT-00060,investment,النشيع,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00616,LY-INV-REV-NAT-00061,investment,غوط الرمان,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00617,LY-INV-REV-NAT-00062,investment,السليسلة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00618,LY-INV-REV-NAT-00063,investment,العطايا,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00619,LY-INV-REV-NAT-00064,investment,الكراوة-3,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00620,LY-INV-REV-NAT-00065,investment,الكراوة-1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00621,LY-INV-REV-NAT-00066,investment,الكراوة-2,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00622,LY-INV-REV-NAT-00067,investment,سيدي عمير-1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00623,LY-INV-REV-NAT-00068,investment,سيدي عمير-2,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00624,LY-INV-REV-NAT-00069,investment,المثلث الرملي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00625,LY-INV-REV-NAT-00070,investment,الشعاب,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00626,LY-INV-REV-NAT-00071,investment,أبيار السبابيل,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00627,LY-INV-REV-NAT-00072,investment,ملليتة 3,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00628,LY-INV-REV-NAT-00073,investment,البريقاء,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00629,LY-INV-REV-NAT-00074,investment,أبوكشفة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00630,LY-INV-REV-NAT-00075,investment,مصيف بياض,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00631,LY-INV-REV-NAT-00076,investment,البردي-1,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00632,LY-INV-REV-NAT-00077,investment,العزلية,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00633,LY-INV-REV-NAT-00078,investment,دليس,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00634,LY-INV-REV-NAT-00079,investment,راس التين,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00635,LY-INV-REV-NAT-00080,investment,الاترون,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00636,LY-INV-REV-NAT-00081,investment,قاريونس,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00637,LY-INV-REV-NAT-00082,investment,عين زيانة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00638,LY-INV-REV-NAT-00083,investment,سيدي خليفة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00639,LY-INV-REV-NAT-00084,investment,أبوترابة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00640,LY-INV-REV-NAT-00085,investment,مصيف طلميثة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00641,LY-INV-REV-NAT-00086,investment,طلميثة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00642,LY-INV-REV-NAT-00087,investment,جرجارامه,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00643,LY-INV-REV-NAT-00088,investment,مويلح,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00644,LY-INV-REV-NAT-00089,investment,الحمامة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00645,LY-INV-REV-NAT-00090,investment,أبوشيبة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00646,LY-INV-REV-NAT-00091,investment,المريسة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00647,LY-INV-REV-NAT-00092,investment,قمينس,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00648,LY-INV-REV-NAT-00093,investment,جاروتة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00649,LY-INV-REV-NAT-00094,investment,الساحل الغربي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00650,LY-INV-REV-NAT-00095,investment,حبيب,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00651,LY-INV-REV-NAT-00096,investment,كركورة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00652,LY-INV-REV-NAT-00097,investment,الحليسي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00653,LY-INV-REV-NAT-00098,investment,سيدي علي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00654,LY-INV-REV-NAT-00099,investment,دريانة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00655,LY-INV-REV-NAT-00100,investment,مبنى,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00656,LY-INV-REV-NAT-00101,investment,البرسس,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00657,LY-INV-REV-NAT-00102,investment,العقورية,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00658,LY-INV-REV-NAT-00103,investment,بابا طلميثة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00659,LY-INV-REV-NAT-00104,investment,عقلة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00660,LY-INV-REV-NAT-00105,investment,نوطة سوسة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00661,LY-INV-REV-NAT-00106,investment,مهبول,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00662,LY-INV-REV-NAT-00107,investment,بركة ناصر,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00663,LY-INV-REV-NAT-00108,investment,كرسة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00664,LY-INV-REV-NAT-00109,investment,الناقة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00665,LY-INV-REV-NAT-00110,investment,بومسافر,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00666,LY-INV-REV-NAT-00111,investment,الشاطيء,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00667,LY-INV-OPP-NAT-00001,investment,فرصة استثمارية تحتاج تعريف – 0638,name_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00668,LY-INV-REV-NAT-00112,investment,المقرون,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00669,LY-INV-REV-NAT-00113,investment,البردي-3,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00670,LY-INV-REV-NAT-00114,investment,البردي-2,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00671,LY-INV-REV-NAT-00115,investment,عزاز,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00672,LY-INV-REV-NAT-00116,investment,الجدي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00673,LY-INV-REV-NAT-00117,investment,شويمر,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00674,LY-INV-REV-NAT-00118,investment,مرسة دفنة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00675,LY-INV-REV-NAT-00119,investment,بئرالأشهب,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00676,LY-INV-REV-NAT-00120,investment,قابس,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00677,LY-INV-REV-NAT-00121,investment,كمبوت,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00678,LY-INV-REV-NAT-00122,investment,العقلة,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00679,LY-INV-REV-NAT-00123,investment,العودا,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00680,LY-INV-REV-NAT-00124,investment,المرصص,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00681,LY-INV-REV-NAT-00125,investment,بلخاتر,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00682,LY-INV-REV-NAT-00126,investment,عين الغزال,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00683,LY-INV-REV-NAT-00127,investment,التميمي,classification_review|license_review|investment_legal_review|investment_financial_review|ownership_review|infrastructure_review,P1,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
