relationship_id,record_a_layer,record_a_id,record_a_name,record_b_layer,record_b_id,record_b_name,relationship_type,relationship_status,distance_meters,name_similarity,spatial_relationship,confidence,recommended_display_behavior,requires_manual_review,notes
REL-00579,hotels,LY-HOT-000502,فندق باب البحر,investment,LY-INV-HOT-NAT-00164,فندق باب البحر,facility_and_investment_project,probable,21.5,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00580,hotels,LY-HOT-000504,فندق برج المدينة,investment,LY-INV-HOT-NAT-00154,فندق أبراج المدينة,facility_and_investment_project,probable,2.5,0.933,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00581,hotels,LY-HOT-000506,فندق بلازما,investment,LY-INV-HOT-TRI-00008,فندق بلازما,facility_and_investment_project,probable,8.7,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00582,hotels,LY-HOT-000506,فندق بلازما,investment,LY-INV-HOT-NAT-00055,فندق بلازما,facility_and_investment_project,probable,16.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00583,hotels,LY-HOT-000506,فندق بلازما,investment,LY-INV-HOT-NAT-00167,فندق بلازما,facility_and_investment_project,probable,16.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00584,hotels,LY-HOT-000506,فندق بلازما,investment,LY-INV-HOT-TRI-00046,فندق بلازما,facility_and_investment_project,probable,21.4,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00585,hotels,LY-HOT-000507,فندق بلخير,investment,LY-INV-HOT-NAT-00239,فندق بلخير,facility_and_investment_project,probable,12.5,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00586,hotels,LY-HOT-000509,فندق بيت الامان,investment,LY-INV-HOT-NAT-00059,فندق بيت الأمان,facility_and_investment_project,probable,34.5,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00587,hotels,LY-HOT-000510,فندق بيت الشرق,investment,LY-INV-HOT-NAT-00060,فندق بيت الشرق,facility_and_investment_project,probable,3.3,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00588,hotels,LY-HOT-000514,فندق توباكتس,investment,LY-INV-HOT-NAT-00062,فندق توباكتس,facility_and_investment_project,probable,4.3,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00589,hotels,LY-HOT-000514,فندق توباكتس,investment,LY-INV-HOT-NAT-00172,فندق توباكتس,facility_and_investment_project,probable,4.3,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00590,hotels,LY-HOT-000514,فندق توباكتس,investment,LY-INV-HOT-TRI-00051,فندق توباكتس,facility_and_investment_project,probable,35.7,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00591,hotels,LY-HOT-000515,فندق جاكرتا,investment,LY-INV-HOT-NAT-00174,فندق جاكرتا,facility_and_investment_project,probable,8.3,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00592,hotels,LY-HOT-000516,فندق جي دبليو ماروت,investment,LY-INV-HOT-NAT-00063,فندق جي دبليو ماريوت,facility_and_investment_project,probable,155.0,0.97,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00593,hotels,LY-HOT-000516,فندق جي دبليو ماروت,investment,LY-INV-HOT-NAT-00178,فندق جي دبليو ماريوت,facility_and_investment_project,probable,155.0,0.97,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00594,hotels,LY-HOT-000523,فندق زهرة الخليج,investment,LY-INV-HOT-NAT-00068,فندق زهرة الخليج,facility_and_investment_project,probable,21.9,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00595,hotels,LY-HOT-000523,فندق زهرة الخليج,investment,LY-INV-HOT-NAT-00189,فندق زهرة الخليج,facility_and_investment_project,probable,21.9,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00596,hotels,LY-HOT-000523,فندق زهرة الخليج,investment,LY-INV-HOT-TRI-00044,فندق زهرة الخليج,facility_and_investment_project,probable,10.3,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00597,hotels,LY-HOT-000526,فندق سفارى,investment,LY-INV-HOT-TRI-00043,فندق سفارى,facility_and_investment_project,probable,28.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00598,hotels,LY-HOT-000529,فندق صحراء ليبيا,investment,LY-INV-HOT-NAT-00074,فندق صحارى ليبيا,facility_and_investment_project,probable,5.0,0.857,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00599,hotels,LY-HOT-000529,فندق صحراء ليبيا,investment,LY-INV-HOT-NAT-00194,فندق صحارى ليبيا,facility_and_investment_project,probable,5.0,0.857,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00600,hotels,LY-HOT-000529,فندق صحراء ليبيا,investment,LY-INV-HOT-TRI-00030,فندق صحراء ليبيا,facility_and_investment_project,probable,5.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00601,hotels,LY-HOT-000530,فندق ضيافة ونيس,investment,LY-INV-HOT-NAT-00075,فندق ضيافة ونيس,facility_and_investment_project,probable,10.3,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00602,hotels,LY-HOT-000530,فندق ضيافة ونيس,investment,LY-INV-HOT-NAT-00195,فندق ضيافة ونيس,facility_and_investment_project,probable,10.3,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00603,hotels,LY-HOT-000531,فندق طرابلس الدولى,investment,LY-INV-HOT-TRI-00020,فندق طرابلس الدولي,facility_and_investment_project,probable,18.9,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00604,hotels,LY-HOT-000532,فندق طليطلة,investment,LY-INV-HOT-NAT-00076,فندق طليطلة,facility_and_investment_project,probable,22.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00605,hotels,LY-HOT-000532,فندق طليطلة,investment,LY-INV-HOT-NAT-00196,فندق طليطلة,facility_and_investment_project,probable,22.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00606,hotels,LY-HOT-000533,فندق طيبة,investment,LY-INV-HOT-NAT-00077,فندق طيبة,facility_and_investment_project,probable,3.9,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00607,hotels,LY-HOT-000534,فندق عمير,investment,LY-INV-HOT-NAT-00078,فندق عمير,facility_and_investment_project,probable,3.9,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00608,hotels,LY-HOT-000536,فندق فكتوريا,investment,LY-INV-HOT-TRI-00004,فندق فكتوريا,facility_and_investment_project,probable,7.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00609,hotels,LY-HOT-000541,فندق قصر ليبيا,investment,LY-INV-HOT-TRI-00056,فندق قصر ليبيا,facility_and_investment_project,probable,9.8,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00610,hotels,LY-HOT-000543,فندق هارون,investment,LY-INV-HOT-NAT-00216,فندق هارون,facility_and_investment_project,probable,8.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00611,hotels,LY-HOT-000544,فندق قورينا,investment,LY-INV-HOT-NAT-00210,فندق قورينا,facility_and_investment_project,probable,7.3,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00612,hotels,LY-HOT-000550,فندق ليبوس,investment,LY-INV-HOT-NAT-00065,فندق ليبوس,facility_and_investment_project,probable,114.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00613,hotels,LY-HOT-000570,فندق الشراع,investment,LY-INV-HOT-NAT-00244,فندق الشراع,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00614,hotels,LY-HOT-000571,فندق اليمامة,investment,LY-INV-HOT-NAT-00045,فندق المنامة,facility_and_investment_project,probable,186.1,0.909,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00615,hotels,LY-HOT-000571,فندق اليمامة,investment,LY-INV-HOT-NAT-00151,فندق اليمامة,facility_and_investment_project,probable,2.5,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00616,hotels,LY-HOT-000572,فندق الصفوة,investment,LY-INV-HOT-NAT-00034,فندق الصفوة,facility_and_investment_project,probable,16.7,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00617,resorts,LY-ACC-RES-ZUW-00001,قرية إدوس السياحية,investment,LY-INV-RES-ZUW-00001,قرية إدوس السياحية,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00618,resorts,LY-ACC-RES-TRI-00001,قرية مرمرة السياحية,investment,LY-INV-RES-TRI-00001,قرية مرمرة السياحية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00619,resorts,LY-ACC-RES-ZUW-00003,قرية البرتقالة,investment,LY-INV-RES-ZUW-00003,قرية البرتقالة,facility_and_investment_project,probable,165.3,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00620,resorts,LY-ACC-RES-ZUW-00004,قرية شط النخيل زوارة,investment,LY-INV-RES-ZUW-00004,قرية شط النخيل زوارة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00621,resorts,LY-ACC-RES-ZUW-00005,قرية أوليڤيا السياحية - زوارة,investment,LY-INV-RES-ZUW-00005,قرية أوليڤيا السياحية - زوارة,facility_and_investment_project,probable,155.3,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00622,resorts,LY-ACC-RES-ZUW-00007,إقامة تولين السياحية,investment,LY-INV-RES-ZUW-00007,إقامة تولين السياحية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00623,resorts,LY-ACC-RES-ZUW-00008,VILLA HAYA,investment,LY-INV-RES-ZUW-00008,VILLA HAYA,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00624,resorts,LY-ACC-RES-ZUW-00009,منتجع زين السياحي,investment,LY-INV-RES-ZUW-00009,منتجع زين السياحي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00625,resorts,LY-ACC-RES-ZUW-00010,قرية تيبودا السياحيه,investment,LY-INV-RES-ZUW-00010,قرية تيبودا السياحيه,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00626,resorts,LY-ACC-RES-ZUW-00011,منتجع سيتي بارك زوارة,investment,LY-INV-RES-ZUW-00011,منتجع سيتي بارك زوارة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00627,resorts,LY-ACC-RES-SAB-00001,قرية جوهرة صبراتة السياحية,investment,LY-INV-RES-SAB-00001,قرية جوهرة صبراتة السياحية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00628,resorts,LY-ACC-RES-SAB-00002,قرية المغرب العربي صبراتة,investment,LY-INV-HOT-SAB-00001,قرية المغرب العربي صبراتة,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00629,resorts,LY-ACC-RES-SAB-00003,مركب تليل السياحي_صبراتة,investment,LY-INV-RES-SAB-00002,مركب تليل السياحي_صبراتة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00630,resorts,LY-ACC-RES-NAT-00001,القرية السياحية جنزور,investment,LY-INV-RES-NAT-00001,القرية السياحية جنزور,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00631,resorts,LY-ACC-RES-TRI-00002,قرية بالم سيتي/قرية النخيل السياحية طرابلس,investment,LY-INV-RES-TRI-00002,قرية بالم سيتي/قرية النخيل السياحية طرابلس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00632,resorts,LY-ACC-RES-TRI-00003,القرية السياحية الريقاتة,investment,LY-INV-RES-TRI-00003,القرية السياحية الريقاتة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00633,resorts,LY-ACC-RES-TRI-00004,مركب شيراتون - النقاط الأربعة,investment,LY-INV-HOT-TRI-00001,مركب شيراتون - النقاط الأربعة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00634,resorts,LY-ACC-RES-NAT-00002,القرية السياحية تاجوراء,investment,LY-INV-RES-NAT-00002,القرية السياحية تاجوراء,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00635,resorts,LY-ACC-RES-NAT-00003,منتجع سمرلاند المائي,investment,LY-INV-RES-NAT-00003,منتجع سمرلاند المائي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00636,resorts,LY-ACC-RES-KHO-00001,مصيف قرية مارينا السياحية,investment,LY-INV-RES-KHO-00001,مصيف قرية مارينا السياحية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00637,resorts,LY-ACC-RES-KHO-00002,قرية قصر سيلين العائلية,investment,LY-INV-RES-KHO-00002,قرية قصر سيلين العائلية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00638,resorts,LY-ACC-RES-KHO-00003,قرية حدائق غنيمة,investment,LY-INV-RES-KHO-00003,قرية حدائق غنيمة,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00639,resorts,LY-ACC-RES-KHO-00004,إستراحة شط غنيمة,investment,LY-INV-RES-KHO-00004,إستراحة شط غنيمة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00640,resorts,LY-ACC-RES-TRI-00005,قرية المتوسط العائلية,investment,LY-INV-RES-TRI-00004,قرية المتوسط العائلية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00641,resorts,LY-ACC-RES-KHO-00005,قرية قوس غنيمة السياحية,investment,LY-INV-RES-KHO-00005,قرية قوس غنيمة السياحية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00642,resorts,LY-ACC-RES-KHO-00005,قرية قوس غنيمة السياحية,investment,LY-INV-RES-NAT-00024,قرية قوس غنيمة السياحية,facility_and_investment_project,probable,16.5,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00643,resorts,LY-ACC-RES-KHO-00006,قرية لؤلؤة غنيمة العائلية,investment,LY-INV-RES-KHO-00006,قرية لؤلؤة غنيمة العائلية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00644,resorts,LY-ACC-RES-KHO-00007,قرية شمس البحر,investment,LY-INV-RES-KHO-00007,قرية شمس البحر,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00645,resorts,LY-ACC-RES-KHO-00007,قرية شمس البحر,investment,LY-INV-RES-NAT-00026,قرية شمس البحر,facility_and_investment_project,probable,40.9,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00646,resorts,LY-ACC-RES-KHO-00008,قرية الشاطيء الذهبي,investment,LY-INV-RES-KHO-00008,قرية الشاطيء الذهبي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00647,resorts,LY-ACC-RES-KHO-00009,منتجع سي شيلز,investment,LY-INV-RES-KHO-00009,منتجع سي شيلز,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00648,resorts,LY-ACC-RES-KHO-00010,منتجع حوض البحر Seapool Resort,investment,LY-INV-RES-KHO-00010,منتجع حوض البحر Seapool Resort,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00649,resorts,LY-ACC-RES-KHO-00011,قرية الخمس السياحية,investment,LY-INV-RES-KHO-00011,قرية الخمس السياحية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00650,resorts,LY-ACC-RES-KHO-00012,قريه غنيمه العائليه,investment,LY-INV-RES-KHO-00012,قريه غنيمه العائليه,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00651,resorts,LY-ACC-RES-KHO-00013,قرية اكوا مارين السياحية,investment,LY-INV-RES-KHO-00013,قرية اكوا مارين السياحية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00652,resorts,LY-ACC-RES-KHO-00014,قرية جنيف العائلية غنيمة,investment,LY-INV-HOT-KHO-00001,قرية جنيف العائلية غنيمة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00653,resorts,LY-ACC-RES-KHO-00015,منتجع شاطئ غنيمة,investment,LY-INV-RES-KHO-00014,منتجع شاطئ غنيمة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00654,resorts,LY-ACC-RES-KHO-00016,شاليهات بن حمودة العائلي,investment,LY-INV-RES-KHO-00015,شاليهات بن حمودة العائلي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00655,resorts,LY-ACC-RES-NAT-00004,منتجع كريستال السياحي,investment,LY-INV-RES-NAT-00004,منتجع كريستال السياحي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00656,resorts,LY-ACC-RES-NAT-00005,منتجع رويال السياحي,investment,LY-INV-RES-NAT-00005,منتجع رويال السياحي,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00657,resorts,LY-ACC-RES-NAT-00006,القويعة,investment,LY-INV-RES-NAT-00006,القويعة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00658,resorts,LY-ACC-RES-NAT-00007,منتجع فيلا دريم هاوس,investment,LY-INV-RES-NAT-00007,منتجع فيلا دريم هاوس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00659,resorts,LY-ACC-RES-NAT-00008,منتجع شط مريم,investment,LY-INV-RES-NAT-00008,منتجع شط مريم,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00660,resorts,LY-ACC-RES-NAT-00009,استراحة الجود القويعه,investment,LY-INV-RES-NAT-00009,استراحة الجود القويعه,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00661,resorts,LY-ACC-RES-NAT-00010,منتجع اتش تي السياحي,investment,LY-INV-RES-NAT-00010,منتجع اتش تي السياحي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00662,resorts,LY-ACC-RES-NAT-00011,منتجع اتش تي 3,investment,LY-INV-RES-NAT-00011,منتجع اتش تي 3,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00663,resorts,LY-ACC-RES-NAT-00012,منتجع شاليهات للاجار,investment,LY-INV-RES-NAT-00012,منتجع شاليهات للاجار,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00664,resorts,LY-ACC-RES-NAT-00013,قرية العطايا العائلية,investment,LY-INV-RES-NAT-00013,قرية العطايا العائلية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00665,resorts,LY-ACC-RES-NAT-00014,منتجع برستيج,investment,LY-INV-RES-NAT-00014,منتجع برستيج,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00666,resorts,LY-ACC-RES-NAT-00015,قرية القويعة السياحية,investment,LY-INV-RES-NAT-00015,قرية القويعة السياحية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00667,resorts,LY-ACC-RES-NAT-00016,شاليهات بن بية,investment,LY-INV-RES-NAT-00016,شاليهات بن بية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00668,resorts,LY-ACC-RES-NAT-00017,قرية ميار البحر العائليه,investment,LY-INV-RES-NAT-00017,قرية ميار البحر العائليه,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00669,resorts,LY-ACC-RES-NAT-00018,قرية أغيث السياحية,investment,LY-INV-RES-NAT-00018,قرية أغيث السياحية,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00670,resorts,LY-ACC-RES-NAT-00019,قرية الخلة السياحية العائلية,investment,LY-INV-RES-NAT-00019,قرية الخلة السياحية العائلية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00671,resorts,LY-ACC-RES-NAT-00020,مجمع جواهر لاند,investment,LY-INV-RES-NAT-00020,مجمع جواهر لاند,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00672,resorts,LY-ACC-RES-NAT-00021,منتجع دار البحر,investment,LY-INV-RES-NAT-00021,منتجع دار البحر,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00673,resorts,LY-ACC-RES-NAT-00022,منتجع وادي بالنور,investment,LY-INV-RES-NAT-00022,منتجع وادي بالنور,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00674,resorts,LY-ACC-RES-NAT-00023,منتجع بيتش هاوس,investment,LY-INV-RES-NAT-00023,منتجع بيتش هاوس,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00675,resorts,LY-ACC-RES-NAT-00024,قرية قوس غنيمة السياحية,investment,LY-INV-RES-KHO-00005,قرية قوس غنيمة السياحية,facility_and_investment_project,probable,16.5,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00676,resorts,LY-ACC-RES-NAT-00024,قرية قوس غنيمة السياحية,investment,LY-INV-RES-NAT-00024,قرية قوس غنيمة السياحية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00677,resorts,LY-ACC-RES-NAT-00025,منتجع ايليت السياحي,investment,LY-INV-RES-NAT-00025,منتجع ايليت السياحي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00678,resorts,LY-ACC-RES-NAT-00026,قرية شمس البحر,investment,LY-INV-RES-KHO-00007,قرية شمس البحر,facility_and_investment_project,probable,40.9,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00679,resorts,LY-ACC-RES-NAT-00026,قرية شمس البحر,investment,LY-INV-RES-NAT-00026,قرية شمس البحر,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00680,resorts,LY-ACC-RES-KHO-00017,قرية لؤلؤة غنيمة العائلية,investment,LY-INV-RES-KHO-00016,قرية لؤلؤة غنيمة العائلية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00681,resorts,LY-ACC-RES-NAT-00027,شاليهات ركن النيروز,investment,LY-INV-RES-NAT-00027,شاليهات ركن النيروز,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00682,resorts,LY-ACC-RES-NAT-00028,قرية رأس الحمراء العائلية,investment,LY-INV-RES-NAT-00028,قرية رأس الحمراء العائلية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00683,resorts,LY-ACC-RES-KHO-00018,قرية شاطئ النخيل الذهبي,investment,LY-INV-RES-KHO-00017,قرية شاطئ النخيل الذهبي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00684,resorts,LY-ACC-RES-ZLI-00001,قرية أصيل السياحية,investment,LY-INV-RES-ZLI-00001,قرية أصيل السياحية,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
