feature_id,layer_id,name_ar,publication_status,current_local_image_count,current_primary_image,verified_images,public_rights_images,internal_only_images,high_quality_candidates,review_candidates,coverage_priority,recommended_action,notes
LY-FNB-CAF-TRI-00125,tripoli-cafes,شنابو جنزور,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00126,tripoli-cafes,مقهى البناني,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00127,tripoli-cafes,بيتزا بولبو,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00128,tripoli-cafes,الحاج فتحي - جنزور,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00129,tripoli-cafes,De keyff cafe,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00130,tripoli-cafes,WM JTV Cafe,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00131,tripoli-cafes,مقهى الكروان,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00132,tripoli-cafes,كافي المشتل,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00133,tripoli-cafes,DK COFFEE,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00134,tripoli-cafes,Mando Fastfood Janzur ماندو جنزور,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00135,tripoli-cafes,الخيمة برجر - جنزور,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00136,tripoli-cafes,مقهى المشتل,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00137,tripoli-cafes,Be one cafe بي وان كافي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00138,tripoli-cafes,قهوة حاتم,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00139,tripoli-cafes,Cafe 717,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00140,tripoli-cafes,حلويات موزارت - السياحية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00141,tripoli-cafes,كاسترو للوجبات السريعة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00142,tripoli-cafes,بلبن فرع السياحية,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00143,tripoli-cafes,مقهى بيتزا الفورنو غوط الشعال,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00144,tripoli-cafes,نوتيلا السياحيه,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00145,tripoli-cafes,مقهى - السراج,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00146,tripoli-cafes,DOPAMIN,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00147,tripoli-cafes,Aws coffee,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00148,tripoli-cafes,A K Caffee,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00149,tripoli-cafes,مطحن بُـن تــوبـاز 3 - السراج,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00150,tripoli-cafes,Snake KOFFE,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00151,tripoli-cafes,مطحن الاجم لتحميص وطحن القهوة ومستلزمات المطاحن والمقاهي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00152,tripoli-cafes,كافي أبوسنينة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00153,tripoli-cafes,FoodPoint فود بوينت,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00154,tripoli-cafes,نادي القهوة Club café,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00155,tripoli-cafes,مطعم صفيحة ترابزون - Trabzon Pidesi,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00156,tripoli-cafes,Kudo,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00157,tripoli-cafes,O2 Café,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00158,tripoli-cafes,مقهى هارون - حي الأندلس,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00159,tripoli-cafes,ORANGE COFFEE,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00160,tripoli-cafes,حلويات العسال,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00161,tripoli-cafes,Black and white,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00162,tripoli-cafes,كارفي حي الاندلس,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00163,tripoli-cafes,مقهى اداليا,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00164,tripoli-cafes,Wees Cafe - ويس كافي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00165,tripoli-cafes,إسبريسو لاب,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00166,tripoli-cafes,عصير تايم,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00167,tripoli-cafes,مقهى آلينور,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00168,tripoli-cafes,قوست برقر _ Ghost burger,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00169,tripoli-cafes,كشك الهمبورقا عمر المختار,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00170,tripoli-cafes,Smash Craft Burger سماش كرافت برجر,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00171,tripoli-cafes,حلويات زهرة المدائن,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00172,tripoli-cafes,مطعم 4 You,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00173,tripoli-cafes,نوتيلا شارع النصر,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00174,tripoli-cafes,مطعم طعميه ضوء,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00175,tripoli-cafes,طعمية فرش - شارع سليمان الباروني,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00176,tripoli-cafes,Green Cafe,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00177,tripoli-cafes,شارع الجلاء,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00178,tripoli-cafes,مقهي ابناء عشيبة للسندوتشات,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00179,tripoli-cafes,AsROMA Caffee,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00180,tripoli-cafes,مطعم سديم للمأكولات السريعة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00181,tripoli-cafes,مقهي البيادر.مشاوي علي للفحم,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00182,tripoli-cafes,Ram Cafe,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00183,tripoli-cafes,كافي شيش خان,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00184,tripoli-cafes,essse cafè,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00185,tripoli-cafes,libya costa cafe,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00186,tripoli-cafes,عصائر هاواي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00187,tripoli-cafes,Olympic Coffee - أولمبيك كافي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00188,tripoli-cafes,بيتزا 99,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00189,tripoli-cafes,كافي باب المدينة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00190,tripoli-cafes,مطعم لبرتون,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00191,tripoli-cafes,مقهى ثمانية وثمانون - 88,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00192,tripoli-cafes,كافي 88 للوجبات السريعة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00193,tripoli-cafes,اللموشي للسندوتشات,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00194,tripoli-cafes,مطعم الطاهي للمأكولات البحرية,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00195,tripoli-cafes,Cafe Latte,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00196,tripoli-cafes,زهير بريش للحلويات الببو,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00197,tripoli-cafes,قهوة المسيرة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00198,tripoli-cafes,كافي الوافي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00199,tripoli-cafes,Karo Café - كارو كافي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00200,tripoli-cafes,Resto coffe,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00201,tripoli-cafes,مقهى تن,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00202,tripoli-cafes,Big mac burger,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00203,tripoli-cafes,THEGATE,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00204,tripoli-cafes,كافي روت 66,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00205,tripoli-cafes,كلاسيكو كافي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00206,tripoli-cafes,8800,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00207,tripoli-cafes,كودو - فرع حي دمشق,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00208,tripoli-cafes,مقهى المجلس,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00209,tripoli-cafes,مقهى البوعة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00210,tripoli-cafes,كافي مقيق,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00211,tripoli-cafes,قهوة همبورقه,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00212,tripoli-cafes,Cafe bene,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00213,tripoli-cafes,مطعم Andary فرع صلاح الدين,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00214,tripoli-cafes,مقهى الوادي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00215,tripoli-cafes,La Casa04,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00216,tripoli-cafes,الحاج فتحي - عين زارة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00217,tripoli-cafes,اشتيوي كافي خلة الفرجان,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00218,tripoli-cafes,مقهى العبسي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00219,tripoli-cafes,مقهى بايو كافي في مقسم بن معتوق,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00220,tripoli-cafes,مقهي وحلويات الكرم (الكشك),internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00221,tripoli-cafes,كافي كوب,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00222,tripoli-cafes,الدبشي كافيه - Dabshi coffee,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00223,tripoli-cafes,محمود للسندوتشات 777,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00224,tripoli-cafes,كافي جزيل - JAZEEL CAFE,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00225,tripoli-cafes,شيش زياد فرع زناتة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00226,tripoli-cafes,شرمب نيشن _ليبيا,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00227,tripoli-cafes,كباب زناتة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00228,tripoli-cafes,شركة نون للعصائر,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00229,tripoli-cafes,معمل جاميلة البحباح,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00230,tripoli-cafes,مطبخ العيلة - cucina famiglia,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00231,tripoli-cafes,Vanilla Patisserie حلويات ڤانيليا,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00232,tripoli-cafes,Espressolab,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00233,tripoli-cafes,Gustoso,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00234,tripoli-cafes,Bubble Tea ببل تي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00235,tripoli-cafes,Eleanor Pastries,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00236,tripoli-cafes,Candy house كاندي هاوس,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00237,tripoli-cafes,Pinkberry Libya,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00238,tripoli-cafes,Buonissimo gelato Italiano,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00239,tripoli-cafes,Nostro caffe,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00240,tripoli-cafes,كافي لاتي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00241,tripoli-cafes,Alhofra Cafe - مقهي الحفرة,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00242,tripoli-cafes,ڤوگ كافيه ومطعم,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00243,tripoli-cafes,كلاسيكو ساندوتش,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00244,tripoli-cafes,موندو جيلاتو - القادسية,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00245,tripoli-cafes,GOULZ,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00246,tripoli-cafes,Ottimo Gusto Pizza & Pasta,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00247,tripoli-cafes,مقهي كابو,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00248,tripoli-cafes,مقهى الشيباني,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00249,tripoli-cafes,Sage Cafe - ساج كافي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00250,tripoli-cafes,Costa Cafe,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00251,tripoli-cafes,SUGAR Ben Ashur,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00252,tripoli-cafes,Al DENTE Cafe M Hanka,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00253,tripoli-cafes,دجاج كنتاكي,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00254,tripoli-cafes,Miss cake sweet shop and cafe 2,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00255,tripoli-cafes,كافي مدريد,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00256,tripoli-cafes,العمو الجرابة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00257,tripoli-cafes,Bash Burger,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00258,tripoli-cafes,Pink Cafe,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00259,tripoli-cafes,THE MEATHOUSE,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00260,tripoli-cafes,بـ لبن,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00261,tripoli-cafes,تويستر,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00262,tripoli-cafes,Diyar al-Sham ديار الشام,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00263,tripoli-cafes,Burger Boss,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00264,tripoli-cafes,Guns ‘n’ Buns,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00265,tripoli-cafes,مطعم زيادة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00266,tripoli-cafes,لاتينو,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00267,tripoli-cafes,MOMANTO,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00268,tripoli-cafes,S7S Burger مطعم سحس,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00269,tripoli-cafes,كوب كافي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00270,tripoli-cafes,Terrace café,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00271,tripoli-cafes,مطحن جرابة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00272,tripoli-cafes,Mammamia كافي ماماميا,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00273,tripoli-cafes,لافندر كافي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00274,tripoli-cafes,فرايتس شيف,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00275,tripoli-cafes,مقهى هارون فرع بن عاشور,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00276,tripoli-cafes,مطعم طشطشة,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00277,tripoli-cafes,مقهى تشامبيون - Cafe champion,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00278,tripoli-cafes,Bartato,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00279,tripoli-cafes,مطعم الشامي 2- فرع رأس حسن,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00280,tripoli-cafes,كباب عريبي,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00281,tripoli-cafes,ماندو Mando,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00282,tripoli-cafes,مطعم 93,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00283,tripoli-cafes,دولشي كيك,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00284,tripoli-cafes,مقهى براون - Brown Cafe,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00285,tripoli-cafes,عكسـة الرجـال,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00286,tripoli-cafes,مقهى القيزاني - Cafe algezani,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00287,tripoli-cafes,كافيتيريا كلية العلوم / جامعة طرابلس,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00288,tripoli-cafes,Espresso Lab Cafe - مقهى إسبريسو لاب,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00289,tripoli-cafes,Crown Cafe,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00290,tripoli-cafes,بريوش عمر,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00291,tripoli-cafes,الكردي كافي,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00292,tripoli-cafes,طرابلس,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00293,tripoli-cafes,فلامينقو,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00294,tripoli-cafes,كافي قمر,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00295,tripoli-cafes,WAKE UP COFFEE SHOP,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00296,tripoli-cafes,cafe 99,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00297,tripoli-cafes,Thaj Cafe,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00298,tripoli-cafes,كافي أدجيم,internal_ready,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
LY-FNB-CAF-TRI-00299,tripoli-cafes,سيمافرو للوجبات الخفيفة و المعجنات,internal_only,0,,0,0,0,0,0,P2,seek_documented_local_image,No public approval inferred.
